text,label,source,subject,length
"Days after the Osama bin Laden raid, Hollywood was invited into the White House so that they could receive a briefing that revealed intelligence sources and methods. a Web video",0,liar,"foreign-policy,message-machine-2012,military,terrorism",30
"Says Mitt Romney had millions in the Cayman Islands, a tax haven. a TV ad",1,liar,"message-machine-2012,taxes",15
There is already a mosque four blocks away. a speech,1,liar,"homeland-security,religion",10
"If you are black or brown, you are nine times more likely to be stopped and frisked in New York City. The Providence Journal",1,liar,civil-rights,24
Says Rick Scott presided over cuts to the Bright Futures college scholarship program. an online video,1,liar,education,16
Today the top 1 percent earn a higher share of our national income than any year since 1928. an interview with Fox News,1,liar,income,23
"1.3-million people in America make their living off eBay. Nashville, Tenn.",0,liar,economy,11
"Under Mary Burkes leadership, Commerce Department business-incentive programs had major shortcomings and 40 percent of jobs...didnt materialize. a campaign TV ad",1,liar,"state-budget,state-finances,taxes",21
Northern Virginia is the most heavily trafficked place in the country. a news conference.,1,liar,transportation,14
"Under a proposal by Rep. Paul Ryan, people on Medicare will only have 15,000 from the federal government to spend on their health care. an episode of HBOs Real Time with Bill Maher",0,liar,"federal-budget,health-care,medicare,pundits",33
"A fairly limited number of people, 25 million to 30 million, will be allowed to access a national health insurance exchange. an interview on This Week with George Stephanopolous.",1,liar,health-care,29
Its been 17 years that weve had unemployment higher than the national average in Oregon. a campaign debate,1,liar,"economy,jobs",18
"John McCain will keep the estate tax at 0 percent, the same as it is now. a chain e-mail",0,liar,taxes,19
"In 2010, Mr. Anthony Gemma described himself as a pro-life candidate. Now, he claims to be pro-choice. a news release",1,liar,"abortion,candidates-biography,health-care,legal-issues,women",20
"In barely four years in office, five jihadists have reached their targets in the United States under Barack Obama, compared to zero in over seven years after 911 under George W. Bush. a House floor speech",0,liar,terrorism,36
Says he has nearly 200 delegates bound to support his candidacy at the Republican National Convention. an online message to supporters.,0,liar,candidates-biography,21
Says Rick Scott has teamed up with a felon convicted of running a Ponzi scheme to smear Charlie Crist. a TV ad,0,liar,"campaign-finance,crime",22
The Castro regime violated international norms by secretly shipping weapons to North Korea in violation of a U.N. embargo. press release,1,liar,"congress,terrorism",21
"Theres not one Democrat who endorses the Romney-Ryan Medicare plan. a debate in Danville, Ky.",1,liar,"bipartisanship,debates,medicare",15
The United States death rate is two-and-a-half times higher for those who do not have a high school education. a radio interview,1,liar,"education,health-care",22
The Republicans have repeatedly said that they agree with 80 percent of whats in our bill. a roundtable segment on NBCs Meet the Press,1,liar,health-care,24
"A part-time Congress with half the pay would still make 38,000 a year more than the average American family. a letter to Nancy Pelosi",1,liar,income,24
Nearly 40 percent of his McAllen-area constituents suffer from obesity. remarks at Southern Obesity Summit,1,liar,"poverty,public-health",15
"Switzerland and the Netherlands . . . cover all their citizens using private insurers, and they do so for much less cost. a Washington Post op-ed",1,liar,health-care,26
"Says Donald Trump himself contributed 100,000 to the Clinton Foundation. an interview on Meet the Press",1,liar,candidates-biography,16
"Last year, ExxonMobil made 19 billion in profit. Guess what. They paid zero in taxes. They got a 156 million refund from the IRS. a Senate floor speech",0,liar,"corporations,taxes",28
Signs letter saying Consumer Product Safety Commission is acting without consultation or input from the company to stop the sale of Buckyballs. in a letter co-signed with others in Congress.,0,liar,"consumer-safety,government-regulation,public-safety,market-regulation",30
We arent the only state cutting back on public television. a television interview,1,liar,"education,state-budget",13
"During the Bush administration, liberal groups were targeted by the IRS, similar to recent targeting. a House Ways and Means hearing",0,liar,"bush-administration,taxes",21
There are countries in Africa where they have higher vaccination rates than here in the United States. comments on NBCs Meet the Press,1,liar,"health-care,public-health",23
Says Donald Trump says climate change is a hoax invented by the Chinese. a foreign policy speech,1,liar,"climate-change,foreign-policy",17
"Democratic Party candidates for the state Assembly actually received 200,000 more votes statewide than their Republican counterparts in the 2012 election a radio address",1,liar,elections,24
"For decades, the states gas tax has been among the highest in the nation. a letter to Department of Transportation officials",1,liar,"taxes,transportation",21
Colorado raked in 60 million in marijuana taxes and licensing fees in the past year. a newspaper commentary,1,liar,"drugs,legal-issues,marijuana,taxes",18
Small businesses are going out of business in record numbers. a speech at Liberty University,0,liar,"economy,small-business",15
Were also cutting a Forest Service economic development program that strayed so far from any mission that it funded a music festival. remarks on the budget,0,liar,federal-budget,26
Some of these members of the House of Representatives get hundreds of thousands of dollars in farm subsidies but want to cut food stamps. a conference call with reporters,1,liar,"agriculture,federal-budget,poverty,welfare",29
Says Donald Trump wants to keep big government in charge of federally-owned land. a campaign ad,1,liar,environment,16
U.S. Reps. John Barrow and Sanford Bishop and their fellow Democrats went on a spending spree and now their credit card is maxed out. press releases,0,liar,federal-budget,26
"Congress only funded half the wall between Mexico and the United States. a debate in Miami, Fla.",1,liar,immigration,17
"Gasoline would rise in price by approximately 50 cents a gallon if the McCain-Lieberman bill became law. West Palm Beach, Fla.",0,liar,energy,21
"Turkeys today weigh 29.8 pounds. In the 30s, they weighed 13.2 pounds. a Facebook post",1,liar,"agriculture,animals,food-safety,public-health,science",15
The board of a nonprofit organization on which Obama served as a paid director ... granted funding to a controversial Arab group. a news release,0,liar,israel,25
We lose an average of 90 Americans every day because of guns. a speech in San Antonio,1,liar,"crime,criminal-justice,guns",17
We bailed out Johnson Controls when we saved the auto industry and now they want to avoid paying taxes. a debate,1,liar,"corporations,federal-budget,taxes,technology,transportation",21
"Amendments Hillary Clinton supported and voted for in 2006, she no longer supported in 2008, showing she changed positions on an India nuclear deal. an interview with NBCs Andrea Mitchell",0,liar,"candidates-biography,nuclear,voting-record",30
"The so-called doc fix in the fiscal cliff deal will cut payments for treating illnesses disproportionately impacting minorities, including end stage renal disease and diabetes. a news release",1,liar,"federal-budget,health-care,medicaid,medicare",28
"Of 60 billion Congress approved in response to Hurricane Sandy, only 10 percent was for disaster relief. an interview on MSNBCs Morning Joe",0,liar,federal-budget,23
The President has decided to move forward with executive actions on immigration that he has said on numerous occasions that he didnt have the constitutional power to take. a news release.,1,liar,immigration,31
"The mega-rich pay about 15 percent in taxes, while the middle class fall into the 15 percent and 25 percent income tax brackets, and then are hit with heavy payroll taxes to boot. a New York Times op-ed",1,liar,taxes,38
Wisconsin Gov. Scott Walkers estimate of a 3.6 billion state budget deficit is manufactured and a bogus figure. a blog posting,0,liar,"labor,state-budget",21
"Children born today will carry a 30,000 share of the national debt. a campaign commercial",1,liar,"bankruptcy,economy,federal-budget,history,job-accomplishments,marriage,message-machine",15
"A ham and cheese sandwich on one slice of bread is the responsibility of the USDA ... But a ham and cheese sandwich on two slices of bread is the responsibility of the Food and Drug Administration. a speech in Shenandoah, Iowa",1,liar,"consumer-safety,market-regulation",42
Tapping the Strategic Petroleum Reserve would immediately lower gasoline prices a letter to President Barack Obama,1,liar,energy,16
"Among Syrian refugees, there arent that many women, there arent that many children. an interview on ABC This Week",0,liar,"foreign-policy,immigration",19
The Buffett Rule will bring in less than 5 billion per year. ... Enough to pay one weeks interest on the national debt. a column in Politico,1,liar,"deficit,federal-budget,taxes",27
Says Will Rasmussen supported a sales tax as recently as last spring. an e-mail,0,liar,taxes,14
One-third of the health care dollar goes to no such thing as health care it goes to the insurance companies. a speech on the House floor.,0,liar,"corporations,health-care",26
"The Texas Capitol faces South toward Goliad, in memory of the most horrific battle of the Texas Revolution. a letter to the editor of the Austin American-Statesman",0,liar,"history,states",27
Says Mike Coffman said two different things stop the deportationsin a Spanish-language debate and youre going to be deportedin an English-language TV interview. a news release,0,liar,immigration,26
Says Austin trains are full at rush hour and packed for special events.,1,liar,transportation,13
"Since Sept. 11, 2001, 270,000 Americans were killed by gunfire at home. a comic strip",1,liar,"guns,pundits",15
A regulatory thing means you cant show someone drinking beer on camera. a TV ad,1,liar,pop-culture,15
Says Mitt Romney has refused to say whether he would have vetoed or signed the Lilly Ledbetter Fair Pay Act. a graphical tool on the campaign website,1,liar,"candidates-biography,civil-rights,supreme-court,women",27
Existing law right now requires 700 miles of double-layered border fencing on the Mexico border. a radio interview.,0,liar,immigration,18
"Among Milwaukee Public Schools students, 86 percent are behind in reading and 80 percent are behind in math. a news conference",1,liar,"city-government,education,poverty",21
Online voter registration is a more secure way of doing voter registration. a Senate Ethics and Elections committee hearing,1,liar,"crime,elections,technology",19
"Whats clear is Romney likes firing people. comments to reporters in Concord, N.H.",0,liar,"candidates-biography,economy,jobs",13
"Democrat Stephen Webber voted to allow sex offenders to be within 500 feet of childcare centers and playgrounds, and even voted to allow sex offenders to be coaches. a YouTube video",0,liar,"candidates-biography,children,crime",31
"According to the nonpartisan Congressional Budget Office, the IRS would need to hire over 16,000 people ... to audit the American people and impose the new taxes and mandates of the health care bill. a floor speech in the House",0,liar,"federal-budget,health-care,taxes",40
"Tim Kaine reduced higher education funding by 25 percent when he was governor, driving up tuition... a news release.",1,liar,"education,state-budget",19
"Today, you have six financial institutions, the largest six, that have assets that are the equivalent of 60 percent of the GDP of the United States of America. an interview with MSNBC",1,liar,"financial-regulation,new-hampshire-2012,occupy-wall-street",32
"Says bus riders subsidize the expensive, romanticized Leander-to-Austin train. a mayoral candidate debate on KXAN-TV",0,liar,"corrections-and-updates,transportation",15
We ... sold the state airplanes as I had promised. his State of the State speech.,1,liar,state-budget,16
"In Wisconsin, a second arrest for carrying pot is a felony, but a second or subsequent arrest for carrying a gun illegally is a misdemeanor. a news conference",1,liar,"crime,criminal-justice,drugs,guns,legal-issues",28
"Keystone XL allows Canada to pump their oil, send it through our land, down to the Gulf, where it will be sold everywhere else. a press conference in Burma",0,liar,"energy,gas-prices",29
Drilling for oil on the Outer Continental Shelf and in parts of Alaska will immediately reduce our dangerous dependence on foreign oil. an online column,0,liar,"economy,energy",25
"A lawyer demanded several Houston pastors hand over to the city government many of their private papers, including their sermons. a letter to David Feldman, Houstons city attorney",1,liar,"city-government,legal-issues,religion",28
More than half of the people on food stamps today are children. an MSNBC interview with Al Sharpton,1,liar,"federal-budget,poverty",18
Says our deficits are falling at the fastest rate in 60 years. a speech at Knox College in Illinois,1,liar,deficit,19
"Just days ago, Irans Supreme Leader Ali Khamenei, who will oversee implementation of this agreement, was calling Israel a rabid dog and accusing the United States of war crimes. a press release",1,liar,"foreign-policy,nuclear",32
We know this now. The banks no longer loan Donald Trump money because hes a terrible risk. So he goes to these Russian oligarchs and borrows money. an appearance on HBOs Real Time with Bill Maher,0,liar,"corrections-and-updates,economy,history,income,job-accomplishments,transparency,wealth",36
Let me say that I dont think Bernie Sanders has had a single negative ad ever run against him. an interview on Meet the Press,0,liar,"corrections-and-updates,elections,campaign-advertising",25
"Attorney General McCollum, Speaker-Designate Cannon, Senate President-Designate Haridopolos and I stood up to Governor Crist and worked to remove Jim Greer as Chairman because of his mismanagement of the party. a press release sent by the Republican Party of Florida",1,liar,legal-issues,40
Thirty percent of Sheldon Whitehouse campaign money is coming from special interests. a news conference,1,liar,campaign-finance,15
"Lizbeth Benacquistos supporters would make abortion illegal in all cases, including rape, incest, even to save a womans life. a campaign TV ad",1,liar,"abortion,message-machine,women",23
We are about halfway to the presidents goal to cut greenhouse gas emissions and about half of that is because of the substitution of natural gas for coal in the power sector. a question and answer session at Columbia University,1,liar,"energy,environment",40
Says 11 percent of the nations fatal car crashes in 2009 were attributed to distracted driving. remarks on the Senate floor,1,liar,public-safety,21
Most folks wages havent gone up in over a decade. a speech,1,liar,"corporations,economy,income,jobs,workers",12
Says Terry McAuliffe opposes Virginias right-to-work law. a radio interview.,0,liar,"labor,legal-issues,unions",10
"Says since 2000, Austins tax burden rose more than 40 percent while family income rose more than 20 percent. a campaign video",1,liar,"city-budget,city-government,taxes",22
The Republican Party has not won a presidential election without either a Bush or a Nixon on the ticket since 1928. various social media postings,1,liar,"bush-administration,elections",25
Phoenix is already one of the kidnapping capitals of the world. an op-ed in the Daily Caller,0,liar,crime,17
The Health Care and Education Reconciliation Act is the largest-ever investment in higher education. a press release.,0,liar,"education,federal-budget",17
Seventy-two percent of Georgians did not have a chance to finish college. an email,1,liar,education,14
The majority last quarter of Sherrod Browns campaign contributions came from outside of the state of Ohio. a television interview,0,liar,"campaign-finance,elections",20
Says Mitch McConnell credits Republicans for recent economic improvements even though they took control of the Senate only days ago. a tweet,1,liar,"congress,economy,elections,job-accomplishments,jobs",22
A Penn State University study found that electronic cigarettes . . . are far less addictive than cigarettes. testimony before the Senate Committee on Health Human Services.,1,liar,"children,consumer-safety,drugs,legal-issues,public-health,public-safety,recreation,market-regulation,science",27
"On the federal minimum wage of 7.75, you cant even make half the poverty level. an interview on MSNBCs Politics Nation",0,liar,"families,poverty,workers",21
Jasper County in Texas raised property taxes by 7 percent in order to pay for one death penalty case. an opinion column,1,liar,"crime,criminal-justice,taxes",22
The Clinton camp was the first to get it out there and try to say there was something untoward about the speech that Melania Trump gave. a press conference,0,liar,campaign-advertising,29
Nearly 65 percent -- almost two-thirds -- of all new permanent residents obtained that status by virtue of their family status. in his book Immigration Wars,1,liar,immigration,26
Says that politicians who approved collective bargaining restrictions for public employees exploited a loophole exempting themselves from Senate Bill 5. a campaign commercial,0,liar,"elections,jobs,labor,unions",23
Wisconsin is the only state that allows parents or guardians to purchase alcohol for their children regardless of whether that child is seven or 20 years old at bars and restaurants. a news release,0,liar,"Alcohol,public-health",34
"Two weeks after signing a taxpayer protection pledge, Charlie Crist breaks it. a Web ad",0,liar,"public-health,state-budget,taxes",15
"As Massachusetts governor, Mitt Romney used a line-item veto to cut millions of dollars for firefighting equipment, including firefighters coats, pants, helmets and boots. a news release",1,liar,"candidates-biography,labor,public-safety,state-budget,unions,workers",27
"On how he measures his promise to create 700,000 private-sector jobs in seven years. an answer to reporters",0,liar,jobs,18
"Over the time that President Obama has been in office, we have lost 2.5 million free enterprise system jobs, and, yet, 500,000 federal government jobs have been added. a speech in the U.S. House",0,liar,economy,34
Brock Turners early release will be a regular occurrence if Prop. 57 passes. a campaign press release.,0,liar,"crime,criminal-justice",17
Taxes are lower on families than theyve been probably in the last 50 years. an interview on CBS 60 Minutes,1,liar,"history,taxes",20
"As a state representative, David Cicilline argued against Megans Law and voted against mandatory registration of sex offenders. a radio ad",0,liar,"children,criminal-justice,campaign-advertising,voting-record",21
This guy didnt even support Ronald Reagan. MSNBCs Morning Joe,1,liar,elections,10
The New START treaty was passed despite significant concerns among some people in the State and Defense Departments. a floor speech in the House of Delegates.,0,liar,"military,nuclear",26
"We waterboard, incidentally, hundreds of our own military personnel. They waterboard themselves in training to toughen themselves up. an interview on MSNBC",1,liar,military,22
"In Milwaukee County, juveniles arrested for car theft get sent immediately home, because under the point system in juvenile court on holding suspects, a stolen car gets zero points. a forum",0,liar,"children,crime,criminal-justice,legal-issues,transportation,urban",31
"To get out of the teachers union, you pay 85 percent of 731. Then youre out of the union, but youve got to pay it every year, also required by statute. Thats called a representation fee. an appearance at the Hoover Institution at Stanford University",1,liar,"education,unions",45
Were the only system of federalism in the world. an interview with Fox News.,0,liar,"health-care,history,states",14
The top one-tenth of 1 percent of Americans own almost as much wealth as the bottom 90 percent. a speech,1,liar,"economy,income,retirement,social-security,wealth",20
"Hillarys main extracurricular activity in law school was helping the Black Panthers, on trial in Connecticut for torturing and killing a federal agent. a chain e-mail based on an article written by Dick Morris",0,liar,candidates-biography,34
Texans pay the sixth-highest property tax in the nation. a press release,1,liar,taxes,12
"The day President Obama took office, gasoline was 1.79 a gallon. a Republican presidential debate at the Reagan Presidential Library",1,liar,"economy,energy,gas-prices",20
Says students who receive free or reduced lunch are performing just as well as students who do not. comments while discussing merit pay for teachers,0,liar,education,25
I never once asked that Megyn Kelly be removed as a debate moderator. an interview on CNN,0,liar,"candidates-biography,debates",17
"In Wisconsin, more than 300,000 people have some kind of addictive gambling problem, whether its pathological or what wed categorize as a problem gambler. a radio interview",0,liar,gambling,27
"You dont have to be as smart as a fifth-grader to know what causes the climate is the sun. The sun. I have people tell me, Carbon dioxide warms the Earth. No, it doesnt. The sun warms the Earth. an Austin City Council briefing",0,liar,"climate-change,weather",44
"Every general City of Milwaukee employee pays toward his or her pension, but approximately 88 percent of our police officers and firefighters do not. a speech",1,liar,"city-budget,city-government,labor,pensions,public-safety,taxes,unions",26
We actually made history in 2010. We came the closest in 24 years to defeating Frank Pallone. an interview on NJToday,0,liar,elections,21
Says a new report shows the devastating tax hikes in the health care law will have on middle-class Kentuckians. a press release,0,liar,"health-care,taxes",22
"While Hillary Clinton plans a massive, and I mean massive, tax increase, I have proposed the largest tax reduction of any candidate who has run for president this year, Democrat or Republican. his acceptance speech at the Republican Natiional Convention in Cleveland",1,liar,taxes,42
The Republican-controlled Wisconsin Assembly approved only one out of 376 amendments offered by Assembly Democrats in 2011. an opinion column,1,liar,bipartisanship,20
"Despite the rhetoric from Democrat politicians, more people are employed this year than at any point in the history of Wisconsin. a tweet",1,liar,jobs,23
The top25 hedge fund managers are making more than all of Americas kindergarten teachers combined. a campaign rally speech,1,liar,"education,income,wealth",19
"Under Barack Obama, the average cost of family health care premiums has increased by 4,154. a tweet",0,liar,"children,families,government-regulation,health-care",17
"Says Dontre Hamilton, who was killed during a confrontation with a Milwaukee police officer, was unarmed. a debate",1,liar,"crime,criminal-justice,public-health,public-safety,urban",18
Kids coming from an affluent background are taking advantage of all these student loan programs and grants while many middle-class families with no connection to college are picking up the tab. statement at a town hall meeting,0,liar,"education,federal-budget",37
"I believe in tax cuts. I believe in being a supply-sider. I cut the income tax I think it was 24 percent. We got 42 percent more revenues. Dearborn, Mich.",1,liar,taxes,30
"Nearly 180,000 illegal immigrants with criminal records, ordered deported from our country, are tonight roaming free to threaten peaceful citizens. in a speech at the Republican convention",1,liar,immigration,27
"John McCain worries about nuclear waste in Arizona, but not in Nevada. a television ad",0,liar,energy,15
"Rather than prioritize and pass ethics reform measures to restore trust in state government, Democrats sat on their hands and did nothing when they were the majority. a press release",0,liar,ethics,30
Vice President Joe Bidens meeting with the transparency and accountability board . . . was closed to the public. a speech to members of the Tea Party,0,liar,"economy,stimulus,transparency",27
Says she wiped out the state Agriculture Departments inspections of eggs at retail sites like grocery stores. an interview,0,liar,"agriculture,market-regulation",19
Texas spends more per day to house an inmate than we do on a student. an interview with the Austin American-Statesman,1,liar,"crime,criminal-justice,education,state-budget,state-finances,states",21
"If you go back to 1999, Wayne LaPierre testified on behalf of the NRA that background checks were appropriate and should be done. an appearance on Meet the Press",1,liar,guns,29
The Wisconsin school voucher program has no research that shows that its going to improve student learning. a forum,1,liar,"children,education,poverty,religion,state-budget",19
"With Obamacare, were fixing to get hit with the biggest entitlement program the American taxpayers have ever seen. a discussion on CNNs Crossfire",0,liar,"federal-budget,health-care",23
"Says his GOP challenger, Doug MacGinnitie, hadnt voted in a Republican primary for almost 20 years until 2008. a Cobb County Republican Party breakfast speech June 5",0,liar,voting-record,27
I dont think that Rudy or Fred or John McCain support the marriage amendment. an interview on MSNBC,1,liar,"gays-and-lesbians,legal-issues",18
John McCain refuses to support a new bipartisan energy bill because it would take away tax breaks from oil companies like Exxon Mobil. a news release,0,liar,energy,26
Says Gov. John Kasich can remove the president of the State Board of Education. a press statement,1,liar,"education,guns",17
Wisconsins dead last in Midwest job growth. a campaign TV ad,1,liar,"economy,job-accomplishments,jobs,message-machine-2014",11
The law has not established whether Rhode Island public employees have property rights to their pensions. a radio interview,1,liar,"legal-issues,pensions,public-service,state-budget",19
Rail doesnt do a great job in lessening traffic. a meeting,1,liar,transportation,11
A judge took the Star Scientific tax case away from Ken Cuccinelli debate,0,liar,"ethics,legal-issues",13
"Every day, a black name resume is 50 percent less likely to get responded to than a white nameresume. comments on CNNs State of the Union",1,liar,"corrections-and-updates,diversity,jobs",26
"During the Bush administration, you actually had a prominent liberal write a book about how Bush was preparing for a fascist takeover of this country. comments on ABCs This Week",1,liar,"bush-administration,corrections-and-updates,terrorism",30
"Over the past two years, Florida has cut more than 1 billion in taxes. a press release",1,liar,taxes,17
Says he faced a record budget deficit in Virginia in 2014. a radio interview.,0,liar,state-budget,14
Nearly half of Hispanic voters in Arizonas last election supported four measures that were very tough on illegal immigration.,1,liar,iraq,19
"Obamacare means that for up to 20 million Americans, they will lose the insurance they currently have, the insurance that they like and they want to keep. a speech in Washington, D.C.",0,liar,health-care,32
"Since the Affordable Care Act passed, 90 percent of job growth has been in full-time positions. an interview with Bloomberg television",1,liar,"economy,jobs,workers",21
Debt has almost doubled in Austin under Gov. Perry. a speech,1,liar,economy,11
Theres a tremendous other number of public officials who have done the same thing as Hillary Clinton with a private email server. an interview on Morning Joe,0,liar,"technology,transparency",27
"Under last years health care reform, a bunch of bureaucrats decide whether you get care, such as continuing on dialysis or cancer chemotherapy. a news conference",0,liar,health-care,26
"The Obama administration spent 205,075 in stimulus funds to relocate a shrub that sells for 16. a report",0,liar,"economy,stimulus",18
There has been no net global warming for over a decade now. a political advertisement.,0,liar,"climate-change,environment",15
This race will be the Democrats top target this November. a mailer,0,liar,"elections,states",12
Says he and Mitt Romney agreed on tying minimum wage increases to inflation. the State of the Union address,1,liar,"poverty,workers",19
"As a result of Obamacare, California seniors face benefit cuts of over 1,700. a campaign ad",0,liar,"federal-budget,health-care,medicare,message-machine-2014",16
"For the first time since the Korean War, total federal spending has gone down for two years in a row. an op-ed in the Tampa Bay Times",1,liar,federal-budget,27
Says Rick Perry turned down our invitation to meet President Barack Obama in El Paso. a press gaggle aboard Air Force One.,1,liar,"bipartisanship,immigration",22
"In 2012, the state put together a list of over 100,000 people that they thought were ineligible to vote. Came out there were less than 10. a speech to Louisiana Democrats",0,liar,elections,31
"The proudest accomplishment of my tenure was leaving the state with a 1.2 billion surplus, which was the largest wed ever had, and getting spending under control and a balanced budget. an interview on NJTV",1,liar,"state-budget,state-finances,taxes",35
"Stopped by Smiley Cookie to pick up some great cookies for the family, along with Rudy. a Facebook post.",0,liar,food,19
"Mike Trainor...still owes 250,000 to the state. a talk show discussion",1,liar,"bankruptcy,economy,legal-issues",11
The Supreme Courts views are radically out of step with public opinion regarding its decision to legalize same-sex marriage nationwide. an interview on NPR,0,liar,"gays-and-lesbians,polls,supreme-court",24
There are a larger number of shark attacks in Florida than there are cases of voter fraud. interview on The Colbert Report,1,liar,"animals,elections",22
Democrats have now become the party of the Atlanta metro area and of blacks. an interview,1,liar,elections,16
On lifting the U.S. Cuban embargo and allowing travel to Cuba. a televised debate on Miamis WPLG-10 against Kendrick Meek.,0,liar,"florida,foreign-policy",20
We have less Americans working now than in the 70s. an interview with ABC17 News,0,liar,"economy,jobs",15
Says Having organizations parading as being social welfare organizations and then being involved in the political combat harkens back to why the statute a hundred years ago said that they were prohibited. a U.S. Ways and Means hearing,0,liar,"campaign-finance,congress,taxes",38
"Says when armed civilians stop mass shootings with guns, an average of 2.5 people die otherwise, an average of 18 people die. in an interview at gun shop in Hudson, N.H.",0,liar,guns,31
Says Tennessee is providing millions of dollars to virtual school company for results at the bottom of the bottom. a letter to state Senate education committee chairwoman Dolores Gresham.,1,liar,"education,state-budget",29
"The health care reform plan would set limits similar to the socialized system in Britain, where people are allowed to die if their treatment would cost more than 22,000. a TV ad",0,liar,health-care,32
Says Donald Trump started his career back in 1973 being sued by the Justice Department for racial discrimination because he would not rent apartments in one of his developments to African-Americans. the first presidential debate,1,liar,"candidates-biography,diversity,housing",35
"Says 21,000 Wisconsin residents got jobs in 2011, but 18,000 of them were in other states. remarks",0,liar,"job-accomplishments,jobs,states",17
"The median income of a middle class family went down 2,100 from 2001 to 2007. speaking at New Hampshires Plymouth State University",1,liar,"income,new-hampshire-2012",22
"Every citizen is entitled to the freedom of speech, but no one should have the right to use government funds or institutions to portray acts that are morally reprehensible to the vast majority of Americans. a press release",0,liar,gays-and-lesbians,38
Congress has spent 66 of the first 100 days of this term in recess. a letter,1,liar,congress,16
Mark Sharpe has lowered property taxes by 17 percent. a campaign mailer,0,liar,"candidates-biography,taxes",12
Georgia has had ʺmore bank failures than any other state.ʺ a meeting,1,liar,bankruptcy,12
"If people work and make more money, they lose more in benefits than they would earn in salary. his book, American Dreams",0,liar,"poverty,welfare",22
"We are poised to get rid of over 1,000 more regulations in 2012. speech at CPAC",1,liar,"government-regulation,market-regulation",16
"Administrative employees at colleges and universitieshave more than doubled over the last 25 years, outpacing the growth of students by more than 2 to 1. a book",1,liar,education,27
Amendment 1 protects Florida seniors from scams and rip-offs. a web ad,0,liar,"energy,florida-amendments",12
"If Barack Obama would apply for a job with the FBI or with the Secret Service, he would be disqualified because of his past associations with William Ayers. our inbox",0,liar,candidates-biography,30
We have more kids take the SAT than any other state in the nation. I mean a high percentage of our kids take the SAT. an interview with CNBC,0,liar,education,29
Walker says hes for lower taxes. But Milwaukee County spending has gone up by 349 million. a campaign TV ad,0,liar,"message-machine,taxes",20
Says he did not say Republicans would filibuster immigration reform. an interview on This Week.,0,liar,"immigration,abc-news-week",15
"Worldwide credit card transactions, the credit card fraud rate is 0.04 percent, compared to almost 8 percent, 9 percent, 10 percent of Medicare fraud. an interview with Fox News",1,liar,"crime,government-efficiency,medicare",29
"In the month of January, Canada created more new jobs than we did. a speech to the Conservative Political Action Conference",1,liar,"economy,workers",21
"Charlie Crist attacks me for positions he held, like, six months ago, when he was running in the Republican primary. a U.S. Senate debate on CNNs State of the Union.",0,liar,"families,health-care,immigration,social-security",30
The loan guarantee program that helped Solyndra was a program that was supported by President Bush. an interview on Meet the Press,1,liar,"energy,federal-budget",22
"Says President Obama just granted all of Congress an exception to Obamacare. a speech to the Family Leadership Summit in Ames, Iowa",0,liar,"congress,health-care",22
Bill McCollumhas recovered 200 million in Medicaid fraud. a campaign commercial for Bill McCollum,1,liar,"elections,florida,job-accomplishments,message-machine",14
"Despite the U.S. spending 10 billion on Iraqs electrical system, Baghdad still only gets five hours of electricity a day. ABCs This Week",0,liar,"energy,infrastructure,iraq,abc-news-week",23
Tim Kaine urged500 billion in Medicare cuts. a TV ad.,0,liar,"health-care,medicare,message-machine-2012",10
"Over 3 million Americans are employed in the growing green-collar workforce, which is more than the number of people working in the fossil fuel industry. a news release",1,liar,"economy,energy,environment,jobs,transportation",28
"Says that In 2009, I saved ratepayers around 500 million by persuading the Council to pursue a less expensive compliance mechanism if the City is required to treat Bull Run drinking water. in campaign literature",1,liar,"city-budget,city-government,environment,public-health,water",35
"The military has spent 500 million enforcing the Dont Ask, Dont Tell policy regarding gays and lesbians in the military. a floor speech.",1,liar,military,23
"Were. . . keeping and creating jobs in our state. From American Greetings, to Wendys, to Diebold, weve gone to their doorsteps to keep jobs right here in Ohio. an ad from the Republican Governors Association",1,liar,"economy,job-accomplishments,jobs",36
"Obama for President and Baldwin for Senate have kept their campaign offices up and running in Fox Valley, Eau Claire and La Crosse with their staffs preparing for the next battle. a fund raising letter",0,liar,elections,35
"From 2003 to 2006, Sesame Street made more than 211 million from toy and consumer product sales. a blog post",1,liar,"children,federal-budget",20
"The federal government is going after school districts, trying to force them to let boys shower with little girls. an interview with Steven Crowder",0,liar,"education,sexuality,sports",24
Says that President Obama said in 2008 that his proposed greenhouse gas regulations will bankrupt anyone who wants to build a new coal-fired power plant. testimony to a House subcommittee,1,liar,"cap-and-trade,climate-change,environment",30
There has been 5 trillion in debt added over the last four years. a speech at the Republican National Convention in Tampa,1,liar,debt,22
"Dennis Richardson wants to make drastic cuts to services we depend on schools, home care for seniors, even public safety -- all so Richardson can keep more than 440 million in unspent funds for his political priorities. a political ad",0,liar,state-budget,40
The cost of the food stamp program is at an all-time high. a Facebook post,1,liar,federal-budget,15
"Originally, Democrats promised that if you liked your health care plan, you could keep it. One year later we know that you need a waiver to keep your plan. a newsletter.",0,liar,health-care,31
"Says Carlos Lopez-Cantera even voiced enthusiastic support for bringing an Arizona-style immigration law to Florida, calling the measure common sense. a press release",0,liar,immigration,23
